"","Global_ID","Unit_Type","Off_Channel_Type","Unit_Number","Segment_Number","Notes","Max_Depth","Jam_Volume","Wood_Count","Wood_Volume","N_Ballisted","N_ChFrm","N_Wet","Undercut_Count","Undercut_L","Undercut_Volume","d50","d84","Perc_Fines","Perc_Gravels","Perc_Cobbles","Perc_Boulders"
"55","1f32024c-2bc1-4401-ba81-9d92c62b8115","Riffle","",49,1,"",NA,46.8,1,0.197920337176157,1,0,0,0,0,0,54.5,109,NA,NA,NA,NA
"56","988d14ec-b514-483f-aaa1-56d0c9cb5043","Riffle","",51,1,"",NA,0,10,4.00670087659045,6,0,2,0,0,0,54.5,109,NA,NA,NA,NA
"57","01958f65-a5c4-4864-a061-4802b415033c","Riffle","",57,1,"",NA,225,2,0.327511034136736,2,1,1,0,0,0,54.5,109,NA,NA,NA,NA
"58","7d53d471-858b-454f-aaf8-9725595059ad","Riffle","",61,1,"",NA,0,3,0.357670323611198,0,1,2,1,10.8,1.6416,54.5,109,NA,NA,NA,NA
"59","5f6215f6-f7f7-4bd9-885d-6f5e047c28a8","Riffle","",63,1,"",NA,0,0,0,0,0,0,1,12.7,1.524,54.5,109,NA,NA,NA,NA
"60","b9f4209e-f497-45ac-a928-463c5c4cd814","Riffle","",65,1,"",NA,0,1,0.225189361409316,1,0,0,1,2.6,0.0429,54.5,109,NA,NA,NA,NA
"61","47578667-b692-4eb6-96e8-787d01e7913b","Riffle","",68,1,"",NA,0,0,0,0,0,0,0,0,0,54.5,109,NA,NA,NA,NA
"62","eac1cf7b-d3dc-42e4-ab50-c83f376b9407","Riffle","",72,1,"",NA,0,4,3.19047583527965,3,0,0,2,6.3,0.4005,54.5,109,NA,NA,NA,NA
"63","295d1b9a-a065-4d4d-b30d-5926a1edb34b","Riffle","",74,1,"",NA,0,0,0,0,0,0,1,6.5,0.156,54.5,109,NA,NA,NA,NA
"64","ccf70a57-0b03-43a7-a7fb-c5fd36729846","Run","",5,1,"",NA,0,0,0,0,0,0,1,14.1,5.7105,NA,NA,0,30,40,50
"65","427e0257-9e84-43d5-a172-5a816c69e8ee","Run","",18,1,"",NA,0,0,0,0,0,0,0,0,0,NA,NA,0,20,70,10
"66","d4061b8d-fed9-47f8-970b-c706295a74a2","Run","",29,1,"",NA,0,2,0.517773739219768,0,0,2,0,0,0,NA,NA,30,50,20,0
"67","2253282b-6051-41a2-9fc9-ffa3bf130658","Run","",37,1,"",NA,0,0,0,0,0,0,0,0,0,NA,NA,10,30,50,10
"68","4e2f6be3-c764-49b3-a389-654b050d92de","Run","",41,1,"",NA,0,0,0,0,0,0,0,0,0,NA,NA,30,20,40,10
"69","c454b63a-f8f7-4ed9-b1f1-fb6cc14a0704","Run","",54,1,"",NA,0,0,0,0,0,0,1,7,0.2688,NA,NA,20,20,60,0
"70","6b5720f3-f974-42f8-a0da-9cae42d1619f","Rapid","",30,1,"",NA,0,2,0.221874981159779,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"71","06328a06-1b98-4111-8ab1-73f8ed4de9d9","Rapid","",34,1,"",NA,0,1,0.106028752058656,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"72","4157a59f-e633-47f4-9828-37ee2ee99828","Off Channel","Ssc",23,2,"",NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"73","802bc57e-5ab4-45c7-b75a-fded625786b5","Off Channel","Oca",47,1,"",0.18,0,0,0,0,0,0,0,0,0,NA,NA,30,0,70,0
"74","18ac4e76-3dc2-46f0-803b-bcfc6080e769","Off Channel","Ssc",58,3,"",NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"75","335391c5-c224-4bcc-8b4c-8f8bf8362b49","Off Channel","Oca",66,1,"",0.35,0,0,0,0,0,0,0,0,0,NA,NA,0,40,60,0
