"","Global_ID","Unit_Type","Off_Channel_Type","Unit_Number","Segment_Number","Notes","Max_Depth","Jam_Volume","Wood_Count","Wood_Volume","N_Ballisted","N_ChFrm","N_Wet","Undercut_Count","Undercut_L","Undercut_Volume","d50","d84","Perc_Fines","Perc_Gravels","Perc_Cobbles","Perc_Boulders"
"76","4043668f-674b-47f8-9c21-de357eba06bd","Riffle","",73,1,"",NA,0,0,0,0,0,0,0,0,0,38.5,54.5,NA,NA,NA,NA
"77","d857ad71-efa8-41d7-822b-eaa5c64d6906","Riffle","",80,1,"",NA,0,0,0,0,0,0,0,0,0,38.5,54.5,NA,NA,NA,NA
"78","0a48e21f-b07a-4702-bf3e-e477fac99d82","Run","",12,1,"",NA,0,0,0,0,0,0,0,0,0,NA,NA,90,10,NA,NA
"79","addbbee8-f1bd-4d1b-ac36-43c295ad1292","Run","",17,1,"",NA,0,0,0,0,0,0,0,0,0,NA,NA,10,80,10,NA
"80","7784da04-9ddf-4f53-9c4e-766d6ddd0f95","Run","",20,1,"",NA,0,0,0,0,0,0,1,3,0.135594,NA,NA,NA,NA,NA,NA
"81","4c2bd36b-4783-4123-8159-ecf008bab50d","Run","",92,1,"",NA,0,0,0,0,0,0,2,18,0.3366,NA,NA,10,90,NA,NA
"82","99e43a35-6e5a-41db-8057-42cd15c53dba","Run","",68,1,"",NA,0,0,0,0,0,0,5,35.8,1.63424,NA,NA,NA,90,10,NA
"83","3ce409a8-c79e-4492-b80b-7030c015fe20","Run","",71,1,"",NA,0,0,0,0,0,0,1,9,0.378,NA,NA,10,80,10,NA
"84","67110cfb-8df9-45c0-a33e-2943484ac8a0","Run","",78,1,"",NA,0,0,0,0,0,0,0,0,0,NA,NA,30,40,30,NA
"85","9ff6569c-9e11-465a-9f78-89a227506985","Run","",82,1,"",NA,0,1,0.54475216613247,0,0,1,0,0,0,NA,NA,10,90,NA,NA
"86","e3b16616-59a3-48c6-9f6b-2969c44eb7b7","Off Channel","Oca",14,1,"No depth",NA,0,0,0,0,0,0,0,0,0,NA,NA,100,NA,NA,NA
"87","8b8796a8-0d97-4017-b0e6-9e0f08112aae","Off Channel","Oca",99,1,"No depth",NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"88","8609d114-01bc-4b9c-b24e-095060f7e83a","Off Channel","Oca",50,1,"No depth",NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"89","74384e24-96c0-4125-8e04-d39d321d1e89","Off Channel","Ssc",5,2,"",NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"90","2877e30e-f336-414c-9ca8-92f239b4e73a","Off Channel","Run",10,3,"",NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"91","a8f60a91-a73c-4586-9479-6c21d13c08b2","Off Channel","Ssc",48,5,"",NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"92","113d72a5-00fd-4bc5-96d6-6eb0bc28bdc7","Off Channel","Ssc",52,6,"",NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"93","1721b200-8ffa-45df-b0b4-f8c1790bcf97","Off Channel","Ssc",59,7,"",NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"94","5867a047-15bf-4a61-9735-ae9539930435","Off Channel","Ssc",60,8,"",NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"95","89697779-daac-441b-b44c-e942b0013b24","Off Channel","Pool",75,9,"",1.05,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"96","331776a4-c8e8-41c8-a510-8459e45dd513","Off Channel ","Pool",91,10,"",0.94,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"97","dc8ef89a-697c-4a54-9bd7-15cf31d82421","Off Channel ","Pool",90,10,"No pool depth",NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"98","d3df2048-fd49-4efd-be76-8213cd9ba2ab","Off Channel","Riffle",87,10,"",NA,0,0,0,0,0,0,1,6.5,0.07865,NA,NA,NA,NA,NA,NA
"99","4eadd991-d902-484d-b83d-6cd52e00a34a","Off Channel","Ssc",97,11,"No width",NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"100","5f92d43a-e1d9-470e-b32e-cf8c05093a03","Off Channel","Oca",84,1,"No depth",NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
