SiteNam,Hab_Roll,FishCovNone,Prc_Grv,FstTurb_Cnt,FstNT_Cnt,CU_Cnt,Length,FstTurb_Freq,FstNT_Freq,CU_Freq,SHAPE_A,Max_Dpth,Avg_Mx_Depth,CV_Mx_Depth,Jam_Vlm,Wod_Cnt,Wod_Vlm,N_Bllst,N_ChFrm,N_Wet,Undrc_L,Undrc_A,UcutArea_Pct,Pool_A,Slowwat_Pct,SC_A,SC_Pct,Wood_Ct,LWFreq_Wet,length,straight_line,sin,sc_length,total_length,wet_braid
LowerLemhi_2018,9,95,0,1,0,1,347.774111202,0.2875429676302625,0,0.2875429676302625,5388.8518569,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,347.5097265768086,345.1575323412337,1.0068148425434025,0,347.5097265768086,1
LowerLemhi_2018,10,98.20517464646568,19.231047878794048,1,1,2,171.5217998713,0.5830162700894824,0.5830162700894824,1.1660325401789648,2339.697725963,0,0,NaN,0,1,0.13295220109992,0,1,1,0,0,0,NA,NA,NA,NA,1,0.5830162700894824,171.89940878696467,169.73651532800605,1.0127426526624455,0,171.89940878696467,1
LowerLemhi_2018,11,97.43614456225997,22.754810889376227,2,0,5,159.5552473666,1.253484315313508,0,3.1337107882837696,2274.067405875,1.56,0.876,0.9161127823874008,0,3,1.15495156122085,1,0,1,0,0,0,1750.1924088330002,0.7696308404541655,NA,NA,1,0.626742157656754,159.66492940974547,150.50690693696632,1.060847855152685,0,159.66492940974547,1
LowerLemhi_2018,12,93.800044327822,40.01703552968135,2,1,3,183.68271638000002,1.088834071825479,0.5444170359127395,1.6332511077382181,2058.999632891,0,0,NaN,0,4,0.739648720379547,2,0,2,0,0,0,NA,NA,NA,NA,2,1.088834071825479,183.47882775652238,168.98526815275002,1.0857681841867497,0,183.47882775652238,1
LowerLemhi_2018,13,90.143738119409,15.538789719650671,2,0,6,209.35394595376,0.9553199443595584,0,2.8659598330786755,2250.071175933,1.14,0.35333333333333333,1.555797389758039,0,7,3.631873530099834,4,5,6,17.85,1.7492094,0.07774018078671152,1036.0956707789999,0.4604723983228571,172.721422893,0.07676264855105326,6,2.8659598330786755,155.816231097543,145.46652641538972,1.071148359263072,53.64019344517715,209.45642454272016,1.3442529258174503
LowerLemhi_2018,14,93.87224141908703,15.791130298212684,3,1,6,152.74715152871,1.9640300784503513,0.6546766928167839,3.9280601569007025,1405.380918784,2.25,0.5666666666666667,1.6663782910841523,0,5,4.511468422224356,4,2,3,0,0,0,702.463837414,0.49983874693688307,NA,NA,3,1.9640300784503513,152.63972100325117,140.7140939805539,1.0847507643715157,0,152.63972100325117,1
LowerLemhi_2018,15,95.21718608481764,44.909541971495116,2,0,5,122.07313701396001,1.6383620908925152,0,4.095905227231287,1210.7818687546,1.38,0.59,1.0044428739002746,0,7,4.169490353917837,3,4,4,9.4,48.69400000000001,4.021698809388866,906.2609858860001,0.7484923661915853,NA,NA,4,3.2767241817850303,122.14460172265785,105.33697722906895,1.1595605354901968,0,122.14460172265785,1
LowerLemhi_2018,16,95,0,1,0,1,127.225380785,0.7860066865823844,0,0.7860066865823844,1696.09237886,0,0,NA,0,5,4.009163099832699,1,1,1,0,0,0,NA,NA,NA,NA,1,0.7860066865823844,127.0994121100679,126.45175372347002,1.0051217825575927,0,127.0994121100679,1
LowerLemhi_2018,17,81.09459582874852,17.414687324424253,2,0,4,178.7372260627,1.1189610827340533,0,2.2379221654681065,1707.405246635,0.85,0.2125,2,0,2,1.097397583807085,0,0,1,9.399999999999999,0.34609500000000004,0.020270231726304776,840.9926933849999,0.49255599690960944,NA,NA,1,0.5594805413670266,178.77455358646512,172.20354767811367,1.0381583654747584,0,178.77455358646512,1
LowerLemhi_2018,18,95.04623728656016,31.037693825481274,2,1,5,186.7321937977,1.071052591052799,0.5355262955263995,2.677631477631998,2117.349219825,2.2,0.608,1.5812756955966802,0,19,13.947611094418095,13,8,11,18.1,9.3105,0.4397243455555015,814.127923885,0.3845033763265032,NA,NA,11,5.8907892507903945,186.76417653022935,146.4745911543629,1.2750619411759072,0,186.76417653022935,1
Pahsimeroi_2018,1,90.97310860980495,39.54761322690318,1,0,5,174.3088574786,0.5736943116173948,0,2.8684715580869735,1153.3166753425999,1.1,0.55,0.9354364341386588,0,0,0,0,0,0,14.05,0.781773,0.06778476516588729,639.1078396715,0.5541477491267947,17.3799069681,0.01506950115235019,0,0,156.14489108456078,83.81858846504458,1.8628909642122988,17.917429864042585,174.06232094860337,1.1147487422713007
Pahsimeroi_2018,2,85.13888898510909,28.979003429625926,2,0,5,208.8116775304,0.9578008393274982,0,2.3945020983187453,1398.9136373658,1,0.336,1.4100988209367653,0,0,0,0,0,0,8.5,11.667983600000003,0.834074619643511,579.1303299282,0.4139857632803704,78.6471230926,0.056220141824262354,0,0,180.87375338731837,139.72112864892165,1.2945340131183827,0,180.87375338731837,1
Pahsimeroi_2018,3,83.48020986079806,55.6046106411917,1,2,9,152.309623185,0.6565573330749883,1.3131146661499766,5.909015997674895,855.3887507746,1.07,0.4722222222222222,0.9865132054353201,0,0,0,0,0,0,16.2,1.2454464,0.14560004429239712,562.446211782,0.6575328600857505,NA,NA,0,0,151.99698178979935,84.01926847847992,1.809072901280148,0,151.99698178979935,1
Pahsimeroi_2018,4,88.01811583612557,33.31494840649444,1,1,5,195.9897612682,0.5102307352839526,0.5102307352839526,2.5511536764197627,1696.892494055,1.6,0.86,0.9287779324519003,0,0,0,0,0,0,18.5,2.051244,0.1208823780638112,781.293760723,0.4604261987487326,NA,NA,0,0,196.58667969209242,161.3726760914242,1.2182154033358041,0,196.58667969209242,1
Pahsimeroi_2018,5,86.43234638161204,26.19740981205333,4,0,12,302.26018659752,1.323363174299324,0,3.970089522897972,2291.4670421519,1.45,0.6908333333333333,0.805203174835224,0,0,0,0,0,0,30.93,2.58755874,0.11292149057356908,1382.4405350719,0.6032993316690517,NA,NA,0,0,143.43390348360853,88.2948546238388,1.6244876793180958,0,143.43390348360853,1
Pahsimeroi_2018,6,79.22394363925486,43.49626774155752,2,0,7,183.4041224202,1.0904880291718684,0,3.8167081021015394,1149.2839123316,1.7,0.6885714285714285,0.9985404832028522,0,1,0.663661448070844,1,1,1,16.75,1.2186573,0.10603622716058553,812.063390088,0.7065820563350036,25.7049402686,0.022366048974314205,1,0.5452440145859342,286.66448932357946,179.46756995291705,1.5973052368112262,16.91114491352834,303.5756342371078,1.0589928140504332
Pahsimeroi_2018,6,79.22394363925486,43.49626774155752,2,0,7,183.4041224202,1.0904880291718684,0,3.8167081021015394,1149.2839123316,1.7,0.6885714285714285,0.9985404832028522,0,1,0.663661448070844,1,1,1,16.75,1.2186573,0.10603622716058553,812.063390088,0.7065820563350036,25.7049402686,0.022366048974314205,1,0.5452440145859342,183.4153479941889,139.36787632662828,1.3160518250585174,16.91114491352834,200.32649290771724,1.0922013620913782
Pahsimeroi_2018,7,75.25678527483302,24.900953524043082,2,0,8,389.86687480300003,0.5129956221622063,0,2.051982488648825,1996.56280532657,1.6,0.66,1.1085928434797223,0,1,2.010619298297468,1,1,1,4,0.38016,0.01904072333641509,730.013094602,0.36563492651191337,796.480984835,0.39892608572597477,1,0.25649781108110314,176.8493285866156,138.4237785327108,1.2775935642070664,213.53377609510244,390.383104681718,2.2074333434097255
Pahsimeroi_2018,8,88.75463235943933,53.632886212456484,4,2,16,917.39503242197,0.43601718546914237,0.21800859273457118,1.7440687418765695,4458.9308156337,1.7,0.6475,1.0621695772472932,0,1,0.424115008234622,0,0,0,148.8,12.294735,0.27573280475428685,1870.9405032716,0.41959397457161557,1065.6925989191,0.23900182420023589,0,0,588.6477308001946,367.73799546531995,1.6007258919637741,450.22750720814884,1038.8752380083433,1.7648504931737687
Pahsimeroi_2018,9,86.30600174183976,35.23992696368058,1,0,5,153.0991554401,0.6531714672921561,0,3.2658573364607806,893.0206222934,1.6,0.766,0.9506570082578866,0,1,2.010619298297468,0,0,0,0,0,0,432.17164751,0.4839436365983617,59.4614618444,0.06658464581892272,0,0,NA,NA,NA,NA,NA,NA
Pahsimeroi_2018,10,89.96082431064373,46.31070076433246,1,2,8,138.70440408165,0.7209576412666306,1.4419152825332613,5.767661130133045,1290.2086953808,1.65,0.67875,1.1104014656763075,0,2,0.716558014375662,0,1,2,0,0,0,772.792713739,0.598967218641255,NA,NA,2,1.4419152825332613,138.2466083181843,109.82359475257445,1.2588060755946395,0,138.2466083181843,1
Pahsimeroi_2018,11,93.98349151052251,51.771735351109285,1,1,8,182.0700381696,0.5492391884207166,0.5492391884207166,4.393913507365733,1402.2216728585,1.27,0.50125,1.09523082699388,0,0,0,0,0,0,50.5,2.41585,0.17228730997112368,511.46281766,0.36475175613093835,286.7730328235,0.20451333649614659,0,0,131.36771324566016,117.60656400929214,1.1170100440591118,0,131.36771324566016,1
Pahsimeroi_2018,15,94.17611025081887,53.772521471881966,2,0,6,126.15502255101,1.5853510701021138,0,4.756053210306342,1305.477963889,1.2,0.5583333333333333,1.0992064615790336,0,0,0,0,0,0,17.2,6.4356619,0.4929736141105176,1011.522337035,0.7748291162431341,NA,NA,0,0,125.88812289204975,68.50514951049261,1.8376446703874145,0,125.88812289204975,1
Pahsimeroi_2018,16,91.06581369210423,23.16381445356342,2,0,5,254.6728985294,0.7853210968065044,0,1.963302742016261,2379.165497873,1.55,0.9,0.9137157890776959,0,1,0.318086256175967,0,1,1,21.9,4.933152,0.2073479967833382,1175.711224975,0.4941695842622545,NA,NA,1,0.3926605484032522,254.70780808358583,138.58445324166595,1.837924833021652,0,254.70780808358583,1
Pahsimeroi_2018,NA,72.49947519646803,0,0,0,5,286.155,0,0,1.7473047823731893,1294.7225030050001,0,0,NaN,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
UpperSalmon_2018,1,98.33255518267671,0,1,0,3,339.56669543609996,0.29449295630000355,0,0.8834788689000107,4116.280304309,0,0,NaN,0,1,0.816814089933346,0,0,0,13.2,0.3749,0.009107737381430211,NA,NA,831.489729669,0.20200026922330358,0,0,159.5286182671942,147.75704914364638,1.0796684096750182,179.37196673556127,338.90058500275546,2.124387390073996
UpperSalmon_2018,2,98.86230853260342,4.276578915877993,4,0,10,776.0863565436,0.5154065609160444,0,1.2885164022901112,10026.8655899821,0.92,0.219,1.6528937533589012,0,1,0.691150383789755,1,1,1,43.6,1.6054000000000002,0.016010985542719996,1705.0131124701,0.17004447672796058,2636.3452044021,0.2629281484570899,1,0.1288516402290111,420.70868885688196,367.5156764366135,1.1447367169096605,122.56835900118836,543.2770478580703,1.2913378360076706
UpperSalmon_2018,3,97.33875955862494,17.98184622284328,2,0,8,656.9158324283001,0.3044530061951723,0,1.2178120247806892,6560.1018494558,2.1,0.5125000000000001,1.4279084039706553,0,0,0,0,0,0,37.6,2.5551,0.03894909040492962,2844.795405257,0.43365110337318813,1010.0028822840001,0.15396146362693833,0,0,327.05146320989786,295.1067744237552,1.1082479006065515,328.81843366761456,655.8698968775125,2.0054027291007186
UpperSalmon_2018,4,98.45504597307973,11.323172671997352,3,0,6,209.5998649543,1.431298632112241,0,2.862597264224482,2721.0675693083,1.3,0.38333333333333336,1.5688363958842362,0,0,0,0,0,0,15.9,1.6254,0.05973390805628467,1276.421202149,0.4690883888904929,10.9310642723,0.004017196925057872,0,0,126.2198773153218,117.25848350090465,1.0764242683928964,14.025544098698893,140.24542141402068,1.1111199313215965
UpperSalmon_2018,5,99.05441902055715,6.799888623091426,3,1,6,443.76527749030004,0.6760330634623785,0.22534435448745951,1.352066126924757,6389.985463673056,0,0,NaN,0,0,0,0,0,0,30.7,2.99035,0.046797446050543964,719.921797376,0.1126640743502065,NA,NA,0,0,344.5403604505167,325.05603590687736,1.059941432834126,0,344.5403604505167,1
UpperSalmon_2018,6,96.13732654208377,13.421826751567309,3,1,17,2388.0639415666,0.12562477694931243,0.041874925649770814,0.7118737360461038,16675.607750002,1.6,0.48176470588235293,1.4268514687044134,0,1,0.052205415921028,0,0,1,77,7.2986,0.043768119935533534,5526.088565809,0.33138753613392813,5426.03990324,0.3253878350094526,1,0.041874925649770814,684.0079008870013,475.6213895636448,1.43813528133068,1697.2085712841927,2381.216472171194,3.4812704196593383
UpperSalmon_2018,7,100,7.319913302691597,2,0,4,361.4482898865,0.5533294957981484,0,1.1066589915962968,7194.453682810073,1.03,0.2575,2,0,0,0,0,0,0,44,3.1416199999999996,0.04366724894631496,1755.42590728,0.2439971100897199,NA,NA,0,0,362.29002614238783,331.68129239285815,1.092283569955689,0,362.29002614238783,1
UpperSalmon_2018,8,98.8427778951513,9.257776838789672,1,0,2,194.624616328,0.5138096191874847,0,1.0276192383749694,4501.99956877,0,0,NaN,0,0,0,0,0,0,90.5,39.165499999999994,0.8699578798649346,1041.9626834,0.23144442096974183,NA,NA,0,0,196.72993615843976,190.6687409489515,1.0317891395271293,0,196.72993615843976,1
UpperSalmon_2018,9,100,21.86892115627692,0,0,3,211.8837405086,0,0,1.4158707944266424,3531.2172321099997,1.7,1.4266666666666667,0.22180269694029564,0,0,0,0,0,0,67.6,6.6190999999999995,0.18744527920319717,3531.2172321099997,1,NA,NA,0,0,208.5639021601871,180.41940277223864,1.155994859507866,0,208.5639021601871,1
UpperSalmon_2018,10,96.3317493640217,12.715732896111213,1,1,7,865.5373872875999,0.11553515939199065,0.11553515939199065,0.8087461157439345,9245.466152792,1.1,0.23,1.8614586633571866,0,0,0,0,0,0,114.2,9.61455,0.10399205233255374,669.653660399,0.07243049180346349,1069.1499119559999,0.1156404549307805,0,0,458.1089760647449,444.5075328280593,1.0305989038029346,400.41834647667224,858.5273225414171,1.8740678908244766
